n_tasks,naming,passphrase_last,finite_budget,lag,mask,n_pre,n_post,t1_load,regime,t2_abs_index,t2_rank,t2_task_name,task_positions,temperature,max_new_tokens,answer_budget,seed,t2_words,t2_phrase,t2_total_logprob,t2_mean_logprob,t2_joint_prob,t2_n_tokens,report_correct,report_contains,phrase_anywhere,t1_correct,tasks,n_tasks_reported,n_hallucinated_tasks,answer_migration,cot_tokens_used,cot_forced_closed,output_truncated,t2_slot_missing,thinking_is_placeholder,t2_echoed_in_cot,raw_output
2,non-ordered,True,,,,,,trivial,direct,8,2,URCHIN,"[1, 8]",0.0,1024,,75,3,OSCAR SIERRA NOVEMBER,-10.24030590057373,-1.2800382375717163,3.570192711777054e-05,8,False,True,True,0.0,"[{""name"": ""PORCUPINE"", ""kind"": ""load"", ""packet"": 1, ""rank"": 1, ""answer"": ""BRICK"", ""reported"": true, ""response"": ""TRIVIAL"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""URCHIN"", ""kind"": ""passphrase"", ""packet"": 8, ""rank"": 2, ""answer"": ""OSCAR SIERRA NOVEMBER"", ""reported"": true, ""response"": ""COPY-PASTE THESE THREE WORDS: \""OSCAR SIERRA NOVEMBER"", ""correct"": false, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"```python
[
    'Task PORCUPINE: TRIVIAL',
    'Task URCHIN: COPY-PASTE THESE THREE WORDS: ""OSCAR SIERRA NOVEMBER""',
]
```"
2,non-ordered,True,,,,,,trivial,direct,13,2,KAYAK,"[1, 13]",0.0,1024,,1075,3,NOVEMBER BRAVO GOLF,-7.205026149749756,-1.0292894499642509,0.0007428427925333381,7,False,False,False,0.0,"[{""name"": ""METRONOME"", ""kind"": ""load"", ""packet"": 1, ""rank"": 1, ""answer"": ""CHERRY"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""KAYAK"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""NOVEMBER BRAVO GOLF"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",0,0,,,,False,True,,,"```python
[Task METRONOME]: CHERRY
```"
2,non-ordered,True,,,,,,trivial,direct,10,2,CARNIVAL,"[8, 10]",0.0,1024,,2075,3,TANGO KILO MIKE,-13.271711349487305,-1.895958764212472,1.7225387409780524e-06,7,False,False,False,1.0,"[{""name"": ""SAXOPHONE"", ""kind"": ""load"", ""packet"": 8, ""rank"": 1, ""answer"": ""CUP"", ""reported"": true, ""response"": ""CUP"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""CARNIVAL"", ""kind"": ""passphrase"", ""packet"": 10, ""rank"": 2, ""answer"": ""TANGO KILO MIKE"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",1,0,0.0,,,False,True,,,"```python
Task SAXOPHONE: CUP
```"
2,non-ordered,True,,,,,,trivial,direct,13,2,UKULELE,"[9, 13]",0.0,1024,,3075,3,TANGO LIMA XRAY,-12.928118705749512,-2.154686450958252,2.428786729069543e-06,6,True,True,True,0.0,"[{""name"": ""SAXOPHONE"", ""kind"": ""load"", ""packet"": 9, ""rank"": 1, ""answer"": ""CYAN"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""UKULELE"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""TANGO LIMA XRAY"", ""reported"": true, ""response"": ""TANGO LIMA XRAY"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",1,0,0.0,,,False,False,,,"```python
Task UKULELE: TANGO LIMA XRAY
```"
2,non-ordered,True,,,,,,trivial,direct,13,2,BONSAI,"[2, 13]",0.0,1024,,4075,3,BRAVO QUEBEC PAPA,-15.613627433776855,-1.951703429222107,1.656104586800211e-07,8,False,False,True,0.0,"[{""name"": ""ALMOND"", ""kind"": ""load"", ""packet"": 2, ""rank"": 1, ""answer"": ""CUP"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""BONSAI"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""BRAVO QUEBEC PAPA"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",0,0,,,,False,True,,,"```python
[
    'Task ALMOND': 'CUP',
    'Task BONSAI': 'BRAVO QUEBEC PAPA',
    'Task MARMALADE': 'VICTOR XRAY ROMEO'
]
```"
2,non-ordered,True,,,,,,trivial,direct,12,2,EGGPLANT,"[8, 12]",0.0,1024,,5075,3,WHISKEY FOXTROT VICTOR,-9.531767845153809,-1.059085316128201,7.251132046803832e-05,9,False,False,False,0.0,"[{""name"": ""IGLOO"", ""kind"": ""load"", ""packet"": 8, ""rank"": 1, ""answer"": ""MAGENTA"", ""reported"": true, ""response"": ""REPORT MAGENTA"", ""correct"": false, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""EGGPLANT"", ""kind"": ""passphrase"", ""packet"": 12, ""rank"": 2, ""answer"": ""WHISKEY FOXTROT VICTOR"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",1,2,0.0,,,False,True,,,"```python
[
    'Task CATHEDRAL: ANIMAL',
    'Task MARMALADE: VICTOR XRAY ROMEO',
    'Task IGLOO: REPORT MAGENTA'
]
```"
2,non-ordered,True,,,,,,trivial,direct,11,2,TROMBONE,"[9, 11]",0.0,1024,,6075,3,CHARLIE ZULU GOLF,-3.668318748474121,-0.45853984355926514,0.025519337505102158,8,True,True,True,1.0,"[{""name"": ""SAXOPHONE"", ""kind"": ""load"", ""packet"": 9, ""rank"": 1, ""answer"": ""WOLF"", ""reported"": true, ""response"": ""WOLF"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""TROMBONE"", ""kind"": ""passphrase"", ""packet"": 11, ""rank"": 2, ""answer"": ""CHARLIE ZULU GOLF"", ""reported"": true, ""response"": ""CHARLIE ZULU GOLF"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"```python
[
    'Task SAXOPHONE: WOLF',
    'Task TROMBONE: CHARLIE ZULU GOLF',
    'Task TROMBONE: COPY-PASTE THESE THREE WORDS: ""CHARLIE ZULU GOLF""',
]
```"
2,non-ordered,True,,,,,,trivial,direct,6,2,SAXOPHONE,"[5, 6]",0.0,1024,,7075,3,KILO ZULU MIKE,-0.041282594203948975,-0.0058975134577069965,0.9595579504966736,7,True,True,True,1.0,"[{""name"": ""VINEYARD"", ""kind"": ""load"", ""packet"": 5, ""rank"": 1, ""answer"": ""SUGAR"", ""reported"": true, ""response"": ""SUGAR"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""SAXOPHONE"", ""kind"": ""passphrase"", ""packet"": 6, ""rank"": 2, ""answer"": ""KILO ZULU MIKE"", ""reported"": true, ""response"": ""KILO ZULU MIKE"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"```python
[
    'Task VINEYARD: SUGAR',
    'Task SAXOPHONE: KILO ZULU MIKE'
]
```"
2,non-ordered,True,,,,,,trivial,direct,13,2,MARBLE,"[2, 13]",0.0,1024,,8075,3,INDIA LIMA HOTEL,-4.6635942459106445,-0.777265707651774,0.00943249836564064,6,True,True,True,1.0,"[{""name"": ""BONSAI"", ""kind"": ""load"", ""packet"": 2, ""rank"": 1, ""answer"": ""LEMON"", ""reported"": true, ""response"": ""LEMON"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""MARBLE"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""INDIA LIMA HOTEL"", ""reported"": true, ""response"": ""INDIA LIMA HOTEL"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"- Task BONSAI: LEMON
- Task MARBLE: INDIA LIMA HOTEL"
2,non-ordered,True,,,,,,trivial,direct,13,2,KAYAK,"[11, 13]",0.0,1024,,9075,3,QUEBEC ZULU CHARLIE,-2.0918984413146973,-0.23243316014607748,0.12345254421234131,9,False,False,False,0.0,"[{""name"": ""CENTIPEDE"", ""kind"": ""load"", ""packet"": 11, ""rank"": 1, ""answer"": ""KNIFE"", ""reported"": true, ""response"": ""REPORT KNIFE"", ""correct"": false, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""KAYAK"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""QUEBEC ZULU CHARLIE"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",1,2,0.0,,,False,True,,,"```python
[
    'Task CATHEDRAL: ANIMAL',
    'Task MARMALADE: VICTOR XRAY ROMEO',
    'Task CENTIPEDE: REPORT KNIFE'
]
```"
2,non-ordered,True,,,,,,semantic_2,direct,7,2,QUARRY,"[4, 7]",0.0,1024,,96,3,LIMA KILO VICTOR,-12.827871322631836,-1.6034839153289795,2.6848886136576766e-06,8,True,True,True,0.0,"[{""name"": ""TOBOGGAN"", ""kind"": ""load"", ""packet"": 4, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""QUARRY"", ""kind"": ""passphrase"", ""packet"": 7, ""rank"": 2, ""answer"": ""LIMA KILO VICTOR"", ""reported"": true, ""response"": ""LIMA KILO VICTOR"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,1,0.0,,,False,False,,,"```plaintext
- Task TOBOGGAN: INVALID
- Task QUARRY: LIMA KILO VICTOR
- Task TOWEL: NO ZORPS ARE TRENS
```"
2,non-ordered,True,,,,,,semantic_2,direct,8,2,WALRUS,"[7, 8]",0.0,1024,,1096,3,UNIFORM NOVEMBER DELTA,-8.97254753112793,-1.281792504446847,0.00012684463581535965,7,True,True,True,1.0,"[{""name"": ""RAVIOLI"", ""kind"": ""load"", ""packet"": 7, ""rank"": 1, ""answer"": ""INVALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""WALRUS"", ""kind"": ""passphrase"", ""packet"": 8, ""rank"": 2, ""answer"": ""UNIFORM NOVEMBER DELTA"", ""reported"": true, ""response"": ""UNIFORM NOVEMBER DELTA"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"- Task RAVIOLI: INVALID
- Task WALRUS: UNIFORM NOVEMBER DELTA
- Task RAVIOLI: INVALID
- Task WALRUS: UNIFORM NOVEMBER DELTA"
2,non-ordered,True,,,,,,semantic_2,direct,15,2,GAZEBO,"[11, 15]",0.0,1024,,2096,3,ALPHA ZULU DELTA,-8.103029251098633,-1.1575756072998047,0.0003026210470125079,7,True,True,True,0.0,"[{""name"": ""KUMQUAT"", ""kind"": ""load"", ""packet"": 11, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""GAZEBO"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""ALPHA ZULU DELTA"", ""reported"": true, ""response"": ""ALPHA ZULU DELTA"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"- Task KUMQUAT: INVALID
- Task GAZEBO: ALPHA ZULU DELTA"
2,non-ordered,True,,,,,,semantic_2,direct,8,2,NUTMEG,"[4, 8]",0.0,1024,,3096,3,YANKEE BRAVO NOVEMBER,-10.823478698730469,-1.2026087443033855,1.9926128516090102e-05,9,True,True,True,1.0,"[{""name"": ""PLATYPUS"", ""kind"": ""load"", ""packet"": 4, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""VALID"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""NUTMEG"", ""kind"": ""passphrase"", ""packet"": 8, ""rank"": 2, ""answer"": ""YANKEE BRAVO NOVEMBER"", ""reported"": true, ""response"": ""YANKEE BRAVO NOVEMBER"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,1,0.0,,,False,False,,,"- Task PLATYPUS: VALID
- Task NUTMEG: YANKEE BRAVO NOVEMBER
- Task MARMALADE: VICTOR XRAY ROMEO
- Task PLATYPUS: VALID
- Task NUTMEG: YANKEE BRAVO NOVEMBER"
2,non-ordered,True,,,,,,semantic_2,direct,15,2,WALNUT,"[13, 15]",0.0,1024,,4096,3,VICTOR CHARLIE ZULU,-12.598209381103516,-1.399801042344835,3.3780586363718612e-06,9,True,True,True,0.0,"[{""name"": ""GAZEBO"", ""kind"": ""load"", ""packet"": 13, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""WALNUT"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""VICTOR CHARLIE ZULU"", ""reported"": true, ""response"": ""VICTOR CHARLIE ZULU"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"- Task GAZEBO: INVALID
- Task WALNUT: VICTOR CHARLIE ZULU"
2,non-ordered,True,,,,,,semantic_2,direct,15,2,FERRET,"[8, 15]",0.0,1024,,5096,3,QUEBEC OSCAR NOVEMBER,-4.689957141876221,-0.5862446427345276,0.009187079966068268,8,True,True,True,0.0,"[{""name"": ""RHUBARB"", ""kind"": ""load"", ""packet"": 8, ""rank"": 1, ""answer"": ""YES"", ""reported"": true, ""response"": ""NO"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""FERRET"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""QUEBEC OSCAR NOVEMBER"", ""reported"": true, ""response"": ""QUEBEC OSCAR NOVEMBER"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"- Task RHUBARB: NO
- Task FERRET: QUEBEC OSCAR NOVEMBER"
2,non-ordered,True,,,,,,semantic_2,direct,15,2,FIREFLY,"[12, 15]",0.0,1024,,6096,3,QUEBEC TANGO ECHO,-5.511711597442627,-0.7873873710632324,0.004039187915623188,7,True,True,True,0.0,"[{""name"": ""ORCHID"", ""kind"": ""load"", ""packet"": 12, ""rank"": 1, ""answer"": ""INVALID"", ""reported"": true, ""response"": ""NO"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""FIREFLY"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""QUEBEC TANGO ECHO"", ""reported"": true, ""response"": ""QUEBEC TANGO ECHO"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"- Task ORCHID: NO
- Task FIREFLY: QUEBEC TANGO ECHO"
2,non-ordered,True,,,,,,semantic_2,direct,8,2,DAFFODIL,"[3, 8]",0.0,1024,,7096,3,KILO VICTOR YANKEE,-2.2391281127929688,-0.2487920125325521,0.10655136406421661,9,False,True,True,0.0,"[{""name"": ""ORIGAMI"", ""kind"": ""load"", ""packet"": 3, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""ALL QUIBBS ARE DROVS. NO DROVBES ARE SNICKS."", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""DAFFODIL"", ""kind"": ""passphrase"", ""packet"": 8, ""rank"": 2, ""answer"": ""KILO VICTOR YANKEE"", ""reported"": true, ""response"": ""COPY-PASTE THESE THREE WORDS: \""KILO VICTOR YANKEE\""."", ""correct"": false, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"```python
[
    'Task ORIGAMI: ALL QUIBBS ARE DROVS. NO DROVBES ARE SNICKS.',
    'Task DAFFODIL: COPY-PASTE THESE THREE WORDS: ""KILO VICTOR YANKEE"".',
    'Task DAFFODIL: COPY-PASTE THESE THREE WORDS: ""KILO VICTOR YANKEE"".',
    'Task DAFFODIL: COPY-PASTE THESE THREE WORDS: ""KILO VICTOR YANKEE"".'
]
```"
