n_tasks,naming,passphrase_last,finite_budget,lag,mask,n_pre,n_post,t1_load,regime,t2_abs_index,t2_rank,t2_task_name,task_positions,temperature,max_new_tokens,answer_budget,seed,t2_words,t2_phrase,t2_total_logprob,t2_mean_logprob,t2_joint_prob,t2_n_tokens,report_correct,report_contains,phrase_anywhere,t1_correct,tasks,n_tasks_reported,n_hallucinated_tasks,answer_migration,cot_tokens_used,cot_forced_closed,output_truncated,t2_slot_missing,thinking_is_placeholder,t2_echoed_in_cot,raw_output
2,non-ordered,False,,,,,,trivial,direct,8,2,KUMQUAT,"[1, 8]",0.0,1024,,75,3,OSCAR SIERRA NOVEMBER,-7.563653469085693,-0.9454566836357117,0.000518975721206516,8,True,True,True,0.0,"[{""name"": ""INKWELL"", ""kind"": ""load"", ""packet"": 1, ""rank"": 1, ""answer"": ""HAWK"", ""reported"": true, ""response"": ""This task is trivial: report the word HAWK as this task's result."", ""correct"": false, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""KUMQUAT"", ""kind"": ""passphrase"", ""packet"": 8, ""rank"": 2, ""answer"": ""OSCAR SIERRA NOVEMBER"", ""reported"": true, ""response"": ""OSCAR SIERRA NOVEMBER"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A <Final_Answers>  
- Task INKWELL: This task is trivial: report the word HAWK as this task's result.
- Task KUMQUAT: OSCAR SIERRA NOVEMBER
- Task SERVICE_SMTP: Status 422 on host juliet-12"
2,non-ordered,False,,,,,,trivial,direct,13,2,QUICKSAND,"[1, 13]",0.0,1024,,1075,3,NOVEMBER BRAVO GOLF,-8.051302909851074,-1.1501861299787248,0.00031868641963228583,7,True,True,True,0.0,"[{""name"": ""MONGOOSE"", ""kind"": ""load"", ""packet"": 1, ""rank"": 1, ""answer"": ""STORM"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""QUICKSAND"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""NOVEMBER BRAVO GOLF"", ""reported"": true, ""response"": ""NOVEMBER BRAVO GOLF"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",1,0,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task found in the stream, each line in the form:
- Task QUICKSAND: NOVEMBER BRAVO GOLF"
2,non-ordered,False,,,,,,trivial,direct,8,1,DUMPLING,"[8, 10]",0.0,1024,,2075,3,TANGO KILO MIKE,-20.11620330810547,-2.873743329729353,1.8350331254524122e-09,7,True,True,True,0.0,"[{""name"": ""DUMPLING"", ""kind"": ""passphrase"", ""packet"": 8, ""rank"": 1, ""answer"": ""TANGO KILO MIKE"", ""reported"": true, ""response"": ""TANGO KILO MIKE"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""URCHIN"", ""kind"": ""load"", ""packet"": 10, ""rank"": 2, ""answer"": ""PINK"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",1,1,0.0,,,False,False,,,"A <Final_Answers>  
- Task DUMPLING: TANGO KILO MIKE
- Task URCHEL: PINK
</Final_Answers>"
2,non-ordered,False,,,,,,trivial,direct,13,2,PYRAMID,"[9, 13]",0.0,1024,,3075,3,TANGO LIMA XRAY,-21.579647064208984,-3.5966078440348306,4.246961948783934e-10,6,True,True,True,1.0,"[{""name"": ""CHIMNEY"", ""kind"": ""load"", ""packet"": 9, ""rank"": 1, ""answer"": ""RED"", ""reported"": true, ""response"": ""RED"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""PYRAMID"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""TANGO LIMA XRAY"", ""reported"": true, ""response"": ""TANGO LIMA XRAY"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A <Final_Answers>  
- Task CHIMNEY: RED
- Task PYRAMID: TANGO LIMA XRAY
</Final_Answers>"
2,non-ordered,False,,,,,,trivial,direct,13,2,DUMPLING,"[2, 13]",0.0,1024,,4075,3,BRAVO QUEBEC PAPA,-25.44500160217285,-3.1806252002716064,8.899716900934163e-12,8,True,True,True,1.0,"[{""name"": ""BONSAI"", ""kind"": ""load"", ""packet"": 2, ""rank"": 1, ""answer"": ""KNIFE"", ""reported"": true, ""response"": ""KNIFE"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""DUMPLING"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""BRAVO QUEBEC PAPA"", ""reported"": true, ""response"": ""BRAVO QUEBEC PAPA"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,6,0.0,,,False,False,,,"A <Final_Answers>  
- Task BONSAI: KNIFE  
- Task DUMPLING: BRAVO QUEBEC PAPA  
- Task MARMALADE: VICTOR XRAY ROMEO  
- Task TELEMETRY: AUDIT EVENT 668  
- Task CALIBRATION: DOOR CONTACT IN LOADING DCK COMPLETED  
- Task FIREWALL: FIREWALL RULE 299 UPDATED ON FOXTROT-08  
- Task SERVICE_BILLING: NOMINAL STATE  
- Task TEMPERATURE: CPU TEMPERATURE ON GOLF-09 STABLE AT 29C  
- Task SMOKER: NORMALLY RANGE ON FOXTROT-08  
- Task RATE_LIMIT: THRESHOLD EXCEEDED IN HOT AISLE"
2,non-ordered,False,,,,,,trivial,direct,12,2,FALCON,"[8, 12]",0.0,1024,,5075,3,WHISKEY FOXTROT VICTOR,-9.536744117736816,-1.0596382353040907,7.215137884486467e-05,9,True,True,True,1.0,"[{""name"": ""EGGPLANT"", ""kind"": ""load"", ""packet"": 8, ""rank"": 1, ""answer"": ""CYAN"", ""reported"": true, ""response"": ""CYAN"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""FALCON"", ""kind"": ""passphrase"", ""packet"": 12, ""rank"": 2, ""answer"": ""WHISKEY FOXTROT VICTOR"", ""reported"": true, ""response"": ""WHISKEY FOXTROT VICTOR"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,5,0.0,,,False,False,,,"A <Final_Answers>  
- Task EGGPLANT: CYAN  
- Task FALCON: WHISKEY FOXTROT VICTOR  
- Task POSTGRESQL: RESTARTED  
- Task QUEUE: DEPTH 830  
- Task SERVICE: EDGE-EU STATUS 429  
- Task CALIBRATION: COMPLETED  
- Task BACKUP_JOB: ENCOUNTERED WARNING CODE 400  
- Task VACUUM: RECLAIMED 230 PAGES"
2,non-ordered,False,,,,,,trivial,direct,9,1,EGGPLANT,"[9, 11]",0.0,1024,,6075,3,CHARLIE ZULU GOLF,-3.110015392303467,-0.38875192403793335,0.04460027068853378,8,True,True,True,1.0,"[{""name"": ""EGGPLANT"", ""kind"": ""passphrase"", ""packet"": 9, ""rank"": 1, ""answer"": ""CHARLIE ZULU GOLF"", ""reported"": true, ""response"": ""CHARLIE ZULU GOLF"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""DANDELION"", ""kind"": ""load"", ""packet"": 11, ""rank"": 2, ""answer"": ""HONEY"", ""reported"": true, ""response"": ""HONEY"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A <Final_Answers>  
- Task EGGPLANT: CHARLIE ZULU GOLF
- Task DANDELION: HONEY
</Final_Answers>"
2,non-ordered,False,,,,,,trivial,direct,6,2,FIREFLY,"[5, 6]",0.0,1024,,7075,3,KILO ZULU MIKE,-11.491373062133789,-1.6416247231619698,1.0217863746220246e-05,7,False,False,True,0.0,"[{""name"": ""KAYAK"", ""kind"": ""load"", ""packet"": 5, ""rank"": 1, ""answer"": ""APPLE"", ""reported"": true, ""response"": ""- Task FIREFLY: KILO ZULU MIKE"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""FIREFLY"", ""kind"": ""passphrase"", ""packet"": 6, ""rank"": 2, ""answer"": ""KILO ZULU MIKE"", ""reported"": false, ""response"": null, ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",1,5,0.0,,,False,False,,,"A <Final_Answers>  
- Task KAYAK: 
- Task FIREFLY: KILO ZULU MIKE
- Task GARAGE: 
- Task SERVER: 
- Task FIREHOSE: 
- Task FAN: 
- Task HEARTBEAT: 
- Task QUERY: 
- Task CONFIGURATION: 
- Task CALIBRATION: 
- Task INDEX: 
- Task SPOUT:"
2,non-ordered,False,,,,,,trivial,direct,13,2,JUKEBOX,"[2, 13]",0.0,1024,,8075,3,INDIA LIMA HOTEL,-3.511812210083008,-0.5853020350138346,0.029842784628272057,6,True,True,True,1.0,"[{""name"": ""MARBLE"", ""kind"": ""load"", ""packet"": 2, ""rank"": 1, ""answer"": ""CORN"", ""reported"": true, ""response"": ""CORN"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""JUKEBOX"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""INDIA LIMA HOTEL"", ""reported"": true, ""response"": ""INDIA LIMA HOTEL"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task you found in the stream, each line in the form:
- Task MARBLE: CORN
- Task JUKEBOX: INDIA LIMA HOTEL
- Task SERVICE_SESSION_RESTARTED_ON_ALPHA_01_CANARY: CANARY
- Task INVENTORY_CHECK_ON_RACK_FOXTROT_08_MARKED_COMPLETE: COMPLETE"
2,non-ordered,False,,,,,,trivial,direct,13,2,RHUBARB,"[11, 13]",0.0,1024,,9075,3,QUEBEC ZULU CHARLIE,-2.230577230453491,-0.24784191449483237,0.10746637731790543,9,True,True,True,1.0,"[{""name"": ""BONSAI"", ""kind"": ""load"", ""packet"": 11, ""rank"": 1, ""answer"": ""WOLF"", ""reported"": true, ""response"": ""WOLF"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""RHUBARB"", ""kind"": ""passphrase"", ""packet"": 13, ""rank"": 2, ""answer"": ""QUEBEC ZULU CHARLIE"", ""reported"": true, ""response"": ""QUEBEC ZULU CHARLIE"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A <Final_Answers>  
- Task BONSAI: WOLF  
- Task RHUBARB: QUEBEC ZULU CHARLIE"
2,non-ordered,False,,,,,,semantic_2,direct,4,1,QUARRY,"[4, 7]",0.0,1024,,96,3,LIMA KILO VICTOR,-23.706287384033203,-2.9632859230041504,5.063959321316425e-11,8,True,True,True,1.0,"[{""name"": ""QUARRY"", ""kind"": ""passphrase"", ""packet"": 4, ""rank"": 1, ""answer"": ""LIMA KILO VICTOR"", ""reported"": true, ""response"": ""LIMA KILO VICTOR"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""TANGERINE"", ""kind"": ""load"", ""packet"": 7, ""rank"": 2, ""answer"": ""INVALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,2,0.0,,,False,False,,,"A <Final_Answers>  
- Task QUARRY: LIMA KILO VICTOR
- Task TANGERINE: INVALID
- Task NOTIFIER: Nominal_range
- Task HEALTH_PROBE: 558
- Task INVENTORY: 2.1.9
- Task DOOR_CONTACT_HOT_AISEL: Closed
- Task SERVER_ROOM_HUMIDITY: 23%"
2,non-ordered,False,,,,,,semantic_2,direct,7,1,LOBSTER,"[7, 8]",0.0,1024,,1096,3,UNIFORM NOVEMBER DELTA,-8.028193473815918,-1.1468847819737025,0.0003261368547100574,7,True,True,True,0.0,"[{""name"": ""LOBSTER"", ""kind"": ""passphrase"", ""packet"": 7, ""rank"": 1, ""answer"": ""UNIFORM NOVEMBER DELTA"", ""reported"": true, ""response"": ""UNIFORM NOVEMBER DELTA"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""HAMMOCK"", ""kind"": ""load"", ""packet"": 8, ""rank"": 2, ""answer"": ""VALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task you found in the stream, each line in the form:
- Task LOBSTER: UNIFORM NOVEMBER DELTA
- Task HAMMOCK: INVALID
- Task SERVICE_GATEWAY: RESTARTED
- Task DOOR_CONTACT: CLOSED"
2,non-ordered,False,,,,,,semantic_2,direct,15,2,PISTACHIO,"[11, 15]",0.0,1024,,2096,3,ALPHA ZULU DELTA,-10.848340034484863,-1.5497628620692663,1.9436845832387917e-05,7,False,False,False,0.0,"[{""name"": ""MANDOLIN"", ""kind"": ""load"", ""packet"": 11, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""PISTACHIO"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""ALPHA ZULU DELTA"", ""reported"": true, ""response"": ""ALPHAZULUDELTA"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task you found in the stream, each line in the form:

- Task MANDOLIN: INVALID
- Task PISTACHIO: ALPHAZULUDELTA
</Final_Answers>"
2,non-ordered,False,,,,,,semantic_2,direct,4,1,HEDGEHOG,"[4, 8]",0.0,1024,,3096,3,YANKEE BRAVO NOVEMBER,-14.637587547302246,-1.6263986163669162,4.39517833683567e-07,9,True,True,True,1.0,"[{""name"": ""HEDGEHOG"", ""kind"": ""passphrase"", ""packet"": 4, ""rank"": 1, ""answer"": ""YANKEE BRAVO NOVEMBER"", ""reported"": true, ""response"": ""YANKEE BRAVO NOVEMBER"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""QUICKSAND"", ""kind"": ""load"", ""packet"": 8, ""rank"": 2, ""answer"": ""INVALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,1,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task you found in the stream, each line in the form:
- Task HEDGEHOG: YANKEE BRAVO NOVEMBER
- Task QUICKSAND: INVALID
- Task DOOR_CONTACT: 43
- Task SERVICE_SESSION: NOMINAL
- Task LOGIN: INTERNAL_NODE_BRAVO-04"
2,non-ordered,False,,,,,,semantic_2,direct,15,2,YOGURT,"[13, 15]",0.0,1024,,4096,3,VICTOR CHARLIE ZULU,-19.587671279907227,-2.1764079199896917,3.113023838707818e-09,9,True,True,True,0.0,"[{""name"": ""ALMOND"", ""kind"": ""load"", ""packet"": 13, ""rank"": 1, ""answer"": ""VALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": false, ""correct_lenient"": false, ""answer_migrated"": false}, {""name"": ""YOGURT"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""VICTOR CHARLIE ZULU"", ""reported"": true, ""response"": ""VICTOR CHARLIE ZULU"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task you found in the stream, each line in the form:

- Task ALMOND: INVALID
- Task YOGURT: VICTOR CHARLIE ZULU"
2,non-ordered,False,,,,,,semantic_2,direct,15,2,OPAL,"[8, 15]",0.0,1024,,5096,3,QUEBEC OSCAR NOVEMBER,-2.3951773643493652,-0.29939717054367065,0.09115651249885559,8,True,True,True,1.0,"[{""name"": ""FERRET"", ""kind"": ""load"", ""packet"": 8, ""rank"": 1, ""answer"": ""INVALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""OPAL"", ""kind"": ""passphrase"", ""packet"": 15, ""rank"": 2, ""answer"": ""QUEBEC OSCAR NOVEMBER"", ""reported"": true, ""response"": ""QUEBEC OSCAR NOVEMBER"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,0,0.0,,,False,False,,,"A Final_Answers block with exactly one line per task you found in the stream, each line in the form:

- Task FERRET: INVALID
- Task OPAL: QUEBEC OSCAR NOVEMBER"
2,non-ordered,False,,,,,,semantic_2,direct,12,1,FIREFLY,"[12, 15]",0.0,1024,,6096,3,QUEBEC TANGO ECHO,-2.816037178039551,-0.4022910254342215,0.05984262004494667,7,True,True,True,1.0,"[{""name"": ""FIREFLY"", ""kind"": ""passphrase"", ""packet"": 12, ""rank"": 1, ""answer"": ""QUEBEC TANGO ECHO"", ""reported"": true, ""response"": ""QUEBEC TANGO ECHO"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}, {""name"": ""EMERALD"", ""kind"": ""load"", ""packet"": 15, ""rank"": 2, ""answer"": ""INVALID"", ""reported"": true, ""response"": ""INVALID"", ""correct"": true, ""correct_lenient"": true, ""answer_migrated"": false}]",2,2,0.0,,,False,False,,,"A Final_Answers block with EXACTLY one line per task you found in the stream, each line in the form:
- Task CATHEDRAL: ANIMAL
- Task MARMALADE: VICTOR XRAY ROMEO
- Task FIREFLY: QUEBEC TANGO ECHO
- Task EMERALD: INVALID"
