model,t1_load,regime,seed,t2_task_name,t2_rank,cot_id,s,k,t2_in_this_cot
gemma2:2b,trivial,cot,14114,CACTUS,5,2,0,6,0
gemma2:2b,trivial,cot,14114,CACTUS,5,3,6,6,1
gemma2:2b,trivial,cot,14114,CACTUS,5,4,5,6,1
gemma2:2b,trivial,cot,14114,CACTUS,5,5,6,6,1
gemma2:2b,semantic_4,cot,14135,HARMONICA,5,0,6,6,1
gemma2:2b,semantic_4,cot,14135,HARMONICA,5,1,1,6,0
gemma2:2b,semantic_4,cot,14135,HARMONICA,5,2,6,6,1
gemma2:2b,semantic_4,cot,14135,HARMONICA,5,3,0,6,0
gemma2:2b,semantic_4,cot,14135,HARMONICA,5,4,3,6,1
gemma2:2b,semantic_4,cot,14135,HARMONICA,5,5,6,6,1
gemma2:2b,trivial,cot,15114,ANCHOVY,5,0,6,6,1
gemma2:2b,trivial,cot,15114,ANCHOVY,5,1,0,6,0
gemma2:2b,trivial,cot,15114,ANCHOVY,5,2,6,6,0
gemma2:2b,trivial,cot,15114,ANCHOVY,5,3,6,6,1
gemma2:2b,trivial,cot,15114,ANCHOVY,5,4,4,6,1
gemma2:2b,trivial,cot,15114,ANCHOVY,5,5,6,6,1
gemma2:2b,semantic_4,cot,15135,TOBOGGAN,5,0,5,6,1
gemma2:2b,semantic_4,cot,15135,TOBOGGAN,5,1,0,6,0
gemma2:2b,semantic_4,cot,15135,TOBOGGAN,5,2,6,6,1
gemma2:2b,semantic_4,cot,15135,TOBOGGAN,5,3,0,6,0
gemma2:2b,semantic_4,cot,15135,TOBOGGAN,5,4,4,6,0
gemma2:2b,semantic_4,cot,15135,TOBOGGAN,5,5,0,6,0
gemma2:2b,trivial,cot,16114,JIGSAW,5,0,0,6,0
gemma2:2b,trivial,cot,16114,JIGSAW,5,1,6,6,1
gemma2:2b,trivial,cot,16114,JIGSAW,5,2,4,6,0
gemma2:2b,trivial,cot,16114,JIGSAW,5,3,6,6,1
gemma2:2b,trivial,cot,16114,JIGSAW,5,4,0,6,0
gemma2:2b,trivial,cot,16114,JIGSAW,5,5,0,6,0
gemma2:2b,semantic_4,cot,16135,BLIZZARD,5,0,1,6,1
gemma2:2b,semantic_4,cot,16135,BLIZZARD,5,1,0,6,0
gemma2:2b,semantic_4,cot,16135,BLIZZARD,5,2,5,6,1
gemma2:2b,semantic_4,cot,16135,BLIZZARD,5,3,0,6,0
gemma2:2b,semantic_4,cot,16135,BLIZZARD,5,4,0,6,0
gemma2:2b,semantic_4,cot,16135,BLIZZARD,5,5,0,6,0
gemma2:2b,trivial,cot,17114,CENTIPEDE,5,0,6,6,1
gemma2:2b,trivial,cot,17114,CENTIPEDE,5,1,0,6,0
gemma2:2b,trivial,cot,17114,CENTIPEDE,5,2,6,6,1
gemma2:2b,trivial,cot,17114,CENTIPEDE,5,3,3,6,0
gemma2:2b,trivial,cot,17114,CENTIPEDE,5,4,6,6,1
gemma2:2b,trivial,cot,17114,CENTIPEDE,5,5,5,6,0
gemma2:2b,semantic_4,cot,17135,EMERALD,5,0,6,6,1
gemma2:2b,semantic_4,cot,17135,EMERALD,5,1,6,6,1
gemma2:2b,semantic_4,cot,17135,EMERALD,5,2,5,6,0
gemma2:2b,semantic_4,cot,17135,EMERALD,5,3,3,6,0
gemma2:2b,semantic_4,cot,17135,EMERALD,5,4,6,6,1
gemma2:2b,semantic_4,cot,17135,EMERALD,5,5,2,6,0
gemma2:2b,trivial,cot,18114,INKWELL,5,0,6,6,0
gemma2:2b,trivial,cot,18114,INKWELL,5,1,0,6,0
gemma2:2b,trivial,cot,18114,INKWELL,5,2,4,6,0
gemma2:2b,trivial,cot,18114,INKWELL,5,3,0,6,0
gemma2:2b,trivial,cot,18114,INKWELL,5,4,6,6,1
gemma2:2b,trivial,cot,18114,INKWELL,5,5,0,6,0
gemma2:2b,semantic_4,cot,18135,ABACUS,5,0,0,6,0
gemma2:2b,semantic_4,cot,18135,ABACUS,5,1,2,6,1
gemma2:2b,semantic_4,cot,18135,ABACUS,5,2,6,6,1
gemma2:2b,semantic_4,cot,18135,ABACUS,5,3,0,6,1
gemma2:2b,semantic_4,cot,18135,ABACUS,5,4,0,6,0
gemma2:2b,semantic_4,cot,18135,ABACUS,5,5,0,6,0
gemma2:2b,trivial,cot,19114,GONDOLA,5,0,0,6,0
gemma2:2b,trivial,cot,19114,GONDOLA,5,1,0,6,0
gemma2:2b,trivial,cot,19114,GONDOLA,5,2,0,6,0
gemma2:2b,trivial,cot,19114,GONDOLA,5,3,6,6,1
gemma2:2b,trivial,cot,19114,GONDOLA,5,4,6,6,1
gemma2:2b,trivial,cot,19114,GONDOLA,5,5,0,6,0
gemma2:2b,semantic_4,cot,19135,MONGOOSE,5,0,0,6,0
gemma2:2b,semantic_4,cot,19135,MONGOOSE,5,1,0,6,0
gemma2:2b,semantic_4,cot,19135,MONGOOSE,5,2,0,6,0
gemma2:2b,semantic_4,cot,19135,MONGOOSE,5,3,2,6,1
gemma2:2b,semantic_4,cot,19135,MONGOOSE,5,4,0,6,0
gemma2:2b,semantic_4,cot,19135,MONGOOSE,5,5,0,6,0
gemma2:2b,trivial,cot,20114,GLACIER,5,0,6,6,0
gemma2:2b,trivial,cot,20114,GLACIER,5,1,6,6,1
gemma2:2b,trivial,cot,20114,GLACIER,5,2,5,6,0
gemma2:2b,trivial,cot,20114,GLACIER,5,3,6,6,1
gemma2:2b,trivial,cot,20114,GLACIER,5,4,6,6,1
gemma2:2b,trivial,cot,20114,GLACIER,5,5,6,6,1
gemma2:2b,semantic_4,cot,20135,FIREFLY,5,0,3,6,1
gemma2:2b,semantic_4,cot,20135,FIREFLY,5,1,5,6,1
gemma2:2b,semantic_4,cot,20135,FIREFLY,5,2,0,6,0
gemma2:2b,semantic_4,cot,20135,FIREFLY,5,3,0,6,0
gemma2:2b,semantic_4,cot,20135,FIREFLY,5,4,0,6,0
gemma2:2b,semantic_4,cot,20135,FIREFLY,5,5,0,6,0
gemma2:2b,trivial,cot,21114,ZUCCHINI,5,0,6,6,1
gemma2:2b,trivial,cot,21114,ZUCCHINI,5,1,2,6,0
gemma2:2b,trivial,cot,21114,ZUCCHINI,5,2,0,6,0
gemma2:2b,trivial,cot,21114,ZUCCHINI,5,3,4,6,0
gemma2:2b,trivial,cot,21114,ZUCCHINI,5,4,1,6,0
gemma2:2b,trivial,cot,21114,ZUCCHINI,5,5,0,6,0
gemma2:2b,semantic_4,cot,21135,TULIP,5,0,0,6,0
gemma2:2b,semantic_4,cot,21135,TULIP,5,1,0,6,0
gemma2:2b,semantic_4,cot,21135,TULIP,5,2,0,6,0
gemma2:2b,semantic_4,cot,21135,TULIP,5,3,6,6,0
gemma2:2b,semantic_4,cot,21135,TULIP,5,4,6,6,0
gemma2:2b,semantic_4,cot,21135,TULIP,5,5,2,6,0
gemma2:2b,trivial,cot,22114,RHUBARB,5,0,0,6,0
gemma2:2b,trivial,cot,22114,RHUBARB,5,1,6,6,0
gemma2:2b,trivial,cot,22114,RHUBARB,5,2,3,6,0
gemma2:2b,trivial,cot,22114,RHUBARB,5,3,6,6,1
gemma2:2b,trivial,cot,22114,RHUBARB,5,4,1,6,0
gemma2:2b,trivial,cot,22114,RHUBARB,5,5,0,6,0
gemma2:2b,semantic_4,cot,22135,PLATYPUS,5,0,0,6,0
gemma2:2b,semantic_4,cot,22135,PLATYPUS,5,1,5,6,1
gemma2:2b,semantic_4,cot,22135,PLATYPUS,5,2,5,6,1
gemma2:2b,semantic_4,cot,22135,PLATYPUS,5,3,0,6,0
gemma2:2b,semantic_4,cot,22135,PLATYPUS,5,4,3,6,0
gemma2:2b,semantic_4,cot,22135,PLATYPUS,5,5,6,6,1
gemma2:2b,trivial,cot,23114,QUIVER,5,0,6,6,1
gemma2:2b,trivial,cot,23114,QUIVER,5,1,1,6,0
gemma2:2b,trivial,cot,23114,QUIVER,5,2,0,6,0
gemma2:2b,trivial,cot,23114,QUIVER,5,3,6,6,1
gemma2:2b,trivial,cot,23114,QUIVER,5,4,6,6,1
gemma2:2b,trivial,cot,23114,QUIVER,5,5,6,6,1
gemma2:2b,semantic_4,cot,23135,TOBOGGAN,5,0,6,6,1
gemma2:2b,semantic_4,cot,23135,TOBOGGAN,5,1,6,6,1
gemma2:2b,semantic_4,cot,23135,TOBOGGAN,5,2,6,6,0
gemma2:2b,semantic_4,cot,23135,TOBOGGAN,5,3,6,6,0
gemma2:2b,semantic_4,cot,23135,TOBOGGAN,5,4,5,6,0
gemma2:2b,semantic_4,cot,23135,TOBOGGAN,5,5,0,6,0
gemma2:2b,trivial,cot,24114,QUARRY,5,0,6,6,1
gemma2:2b,trivial,cot,24114,QUARRY,5,1,6,6,1
gemma2:2b,trivial,cot,24114,QUARRY,5,2,6,6,1
gemma2:2b,trivial,cot,24114,QUARRY,5,3,6,6,1
gemma2:2b,trivial,cot,24114,QUARRY,5,4,6,6,1
gemma2:2b,trivial,cot,24114,QUARRY,5,5,5,6,0
gemma2:2b,semantic_4,cot,24135,TOBOGGAN,5,0,4,6,1
gemma2:2b,semantic_4,cot,24135,TOBOGGAN,5,1,6,6,1
gemma2:2b,semantic_4,cot,24135,TOBOGGAN,5,2,5,6,0
gemma2:2b,semantic_4,cot,24135,TOBOGGAN,5,3,6,6,1
gemma2:2b,semantic_4,cot,24135,TOBOGGAN,5,4,6,6,1
gemma2:2b,semantic_4,cot,24135,TOBOGGAN,5,5,1,6,0
gemma2:2b,trivial,cot,25114,KUMQUAT,5,0,6,6,1
gemma2:2b,trivial,cot,25114,KUMQUAT,5,1,3,6,0
gemma2:2b,trivial,cot,25114,KUMQUAT,5,2,5,6,0
gemma2:2b,trivial,cot,25114,KUMQUAT,5,3,6,6,1
gemma2:2b,trivial,cot,25114,KUMQUAT,5,4,0,6,0
gemma2:2b,trivial,cot,25114,KUMQUAT,5,5,6,6,1
gemma2:2b,semantic_4,cot,25135,KUMQUAT,5,0,6,6,1
gemma2:2b,semantic_4,cot,25135,KUMQUAT,5,1,6,6,0
gemma2:2b,semantic_4,cot,25135,KUMQUAT,5,2,0,6,0
gemma2:2b,semantic_4,cot,25135,KUMQUAT,5,3,5,6,0
gemma2:2b,semantic_4,cot,25135,KUMQUAT,5,4,3,6,0
gemma2:2b,semantic_4,cot,25135,KUMQUAT,5,5,6,6,1
gemma2:2b,trivial,cot,26114,EMERALD,5,0,6,6,0
gemma2:2b,trivial,cot,26114,EMERALD,5,1,5,6,0
gemma2:2b,trivial,cot,26114,EMERALD,5,2,6,6,0
gemma2:2b,trivial,cot,26114,EMERALD,5,3,6,6,1
gemma2:2b,trivial,cot,26114,EMERALD,5,4,6,6,1
gemma2:2b,trivial,cot,26114,EMERALD,5,5,0,6,0
gemma2:2b,semantic_4,cot,26135,QUIVER,5,0,6,6,1
gemma2:2b,semantic_4,cot,26135,QUIVER,5,1,6,6,0
gemma2:2b,semantic_4,cot,26135,QUIVER,5,2,6,6,1
gemma2:2b,semantic_4,cot,26135,QUIVER,5,3,6,6,0
gemma2:2b,semantic_4,cot,26135,QUIVER,5,4,0,6,0
gemma2:2b,semantic_4,cot,26135,QUIVER,5,5,4,6,0
gemma2:2b,trivial,cot,27114,LANTERN,5,0,6,6,0
gemma2:2b,trivial,cot,27114,LANTERN,5,1,6,6,1
gemma2:2b,trivial,cot,27114,LANTERN,5,2,6,6,0
gemma2:2b,trivial,cot,27114,LANTERN,5,3,6,6,1
gemma2:2b,trivial,cot,27114,LANTERN,5,4,0,6,0
gemma2:2b,trivial,cot,27114,LANTERN,5,5,6,6,1
gemma2:2b,semantic_4,cot,27135,CACTUS,5,0,6,6,1
gemma2:2b,semantic_4,cot,27135,CACTUS,5,1,0,6,0
gemma2:2b,semantic_4,cot,27135,CACTUS,5,2,6,6,1
gemma2:2b,semantic_4,cot,27135,CACTUS,5,3,6,6,1
gemma2:2b,semantic_4,cot,27135,CACTUS,5,4,6,6,1
gemma2:2b,semantic_4,cot,27135,CACTUS,5,5,6,6,0
gemma2:2b,trivial,cot,28114,EMERALD,5,0,0,6,1
gemma2:2b,trivial,cot,28114,EMERALD,5,1,0,6,0
gemma2:2b,trivial,cot,28114,EMERALD,5,2,6,6,0
gemma2:2b,trivial,cot,28114,EMERALD,5,3,6,6,1
gemma2:2b,trivial,cot,28114,EMERALD,5,4,1,6,0
gemma2:2b,trivial,cot,28114,EMERALD,5,5,6,6,0
gemma2:2b,semantic_4,cot,28135,EGGPLANT,5,0,6,6,1
gemma2:2b,semantic_4,cot,28135,EGGPLANT,5,1,5,6,0
gemma2:2b,semantic_4,cot,28135,EGGPLANT,5,2,5,6,0
gemma2:2b,semantic_4,cot,28135,EGGPLANT,5,3,0,6,0
gemma2:2b,semantic_4,cot,28135,EGGPLANT,5,4,6,6,1
gemma2:2b,semantic_4,cot,28135,EGGPLANT,5,5,6,6,1
gemma2:2b,trivial,cot,29114,IGLOO,5,0,6,6,1
gemma2:2b,trivial,cot,29114,IGLOO,5,1,5,6,0
gemma2:2b,trivial,cot,29114,IGLOO,5,2,0,6,0
gemma2:2b,trivial,cot,29114,IGLOO,5,3,0,6,0
gemma2:2b,trivial,cot,29114,IGLOO,5,4,0,6,0
gemma2:2b,trivial,cot,29114,IGLOO,5,5,4,6,0
gemma2:2b,semantic_4,cot,29135,SAXOPHONE,5,0,6,6,1
gemma2:2b,semantic_4,cot,29135,SAXOPHONE,5,1,2,6,0
gemma2:2b,semantic_4,cot,29135,SAXOPHONE,5,2,0,6,0
gemma2:2b,semantic_4,cot,29135,SAXOPHONE,5,3,0,6,0
gemma2:2b,semantic_4,cot,29135,SAXOPHONE,5,4,0,6,0
gemma2:2b,semantic_4,cot,29135,SAXOPHONE,5,5,6,6,1
gemma2:2b,trivial,cot,30114,BLIZZARD,5,0,6,6,1
gemma2:2b,trivial,cot,30114,BLIZZARD,5,1,2,6,0
gemma2:2b,trivial,cot,30114,BLIZZARD,5,2,3,6,1
gemma2:2b,trivial,cot,30114,BLIZZARD,5,3,6,6,0
gemma2:2b,trivial,cot,30114,BLIZZARD,5,4,6,6,1
gemma2:2b,trivial,cot,30114,BLIZZARD,5,5,6,6,0
gemma2:2b,semantic_4,cot,30135,PELICAN,5,0,6,6,0
gemma2:2b,semantic_4,cot,30135,PELICAN,5,1,6,6,1
gemma2:2b,semantic_4,cot,30135,PELICAN,5,2,5,6,0
gemma2:2b,semantic_4,cot,30135,PELICAN,5,3,1,6,0
gemma2:2b,semantic_4,cot,30135,PELICAN,5,4,4,6,1
gemma2:2b,semantic_4,cot,30135,PELICAN,5,5,5,6,1
gemma2:2b,trivial,cot,31114,ICEBERG,5,0,0,6,0
gemma2:2b,trivial,cot,31114,ICEBERG,5,1,0,6,0
gemma2:2b,trivial,cot,31114,ICEBERG,5,2,6,6,1
gemma2:2b,trivial,cot,31114,ICEBERG,5,3,0,6,0
gemma2:2b,trivial,cot,31114,ICEBERG,5,4,6,6,1
gemma2:2b,trivial,cot,31114,ICEBERG,5,5,0,6,0
gemma2:2b,semantic_4,cot,31135,XYLOPHONE,5,0,0,6,0
gemma2:2b,semantic_4,cot,31135,XYLOPHONE,5,1,5,6,0
gemma2:2b,semantic_4,cot,31135,XYLOPHONE,5,2,6,6,1
gemma2:2b,semantic_4,cot,31135,XYLOPHONE,5,3,6,6,1
gemma2:2b,semantic_4,cot,31135,XYLOPHONE,5,4,6,6,0
gemma2:2b,semantic_4,cot,31135,XYLOPHONE,5,5,6,6,1
gemma2:2b,trivial,cot,32114,ZEPPELIN,5,0,6,6,1
