model,n_tasks,naming,t1_load,regime,passphrase_last,base_temp,probe_k,seed,t2_phrase,t2_task_name,t2_rank,t2_abs_index,cot_len_chars,base_output_truncated,has_fork_point,realized_report_contains,realized_t2_in_cot,t1_correct,report_s,report_k,report_degenerate,access_s,access_k,access_degenerate
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,1135,ROMEO OSCAR ECHO,GONDOLA,5,15,144,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,2114,HOTEL GOLF VICTOR,QUARRY,5,15,451,0,1,1,1,0.5,4,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,2114,HOTEL GOLF VICTOR,QUARRY,5,15,142,0,1,1,,1.0,19,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,2135,TANGO ALPHA YANKEE,HEDGEHOG,5,15,1474,0,1,1,1,0.25,16,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,2135,TANGO ALPHA YANKEE,HEDGEHOG,5,15,138,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,2135,TANGO ALPHA YANKEE,HEDGEHOG,5,15,1721,0,1,1,1,0.0,15,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,2135,TANGO ALPHA YANKEE,HEDGEHOG,5,15,137,0,1,1,,0.5,18,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,3114,HOTEL INDIA ROMEO,SAXOPHONE,5,13,412,0,1,1,1,1.0,18,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,3114,HOTEL INDIA ROMEO,SAXOPHONE,5,13,137,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,603,0,1,1,1,0.25,13,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,145,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,1783,0,1,0,1,0.5,0,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,145,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,4114,ALPHA XRAY WHISKEY,HAMMOCK,5,15,398,0,1,1,1,0.5,16,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,4114,ALPHA XRAY WHISKEY,HAMMOCK,5,15,139,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,1518,0,1,1,1,0.25,15,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,142,0,1,1,,0.75,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,1001,0,1,1,1,1.0,14,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,138,0,1,1,,0.75,17,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,5114,GOLF QUEBEC OSCAR,BLIZZARD,5,14,1065,0,1,0,1,1.0,6,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,5114,GOLF QUEBEC OSCAR,BLIZZARD,5,14,139,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,1341,0,1,1,1,0.5,8,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,143,0,1,1,,0.5,18,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,1409,0,1,1,1,0.75,11,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,138,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,6114,CHARLIE SIERRA ECHO,CACTUS,5,14,557,0,1,1,1,1.0,10,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,6114,CHARLIE SIERRA ECHO,CACTUS,5,14,139,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,1376,0,1,0,1,0.0,0,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,122,0,1,0,,0.25,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,802,0,1,0,1,0.5,0,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,117,0,1,0,,0.25,0,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,7114,HOTEL PAPA FOXTROT,VINEYARD,5,15,592,0,1,1,1,1.0,6,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,7114,HOTEL PAPA FOXTROT,VINEYARD,5,15,140,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,1769,0,1,1,1,0.0,11,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,143,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,1407,0,1,1,1,0.0,14,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,143,0,1,1,,0.25,19,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,8114,MIKE ECHO YANKEE,PYRAMID,5,12,523,0,1,1,1,1.0,9,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,8114,MIKE ECHO YANKEE,PYRAMID,5,12,134,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,1126,0,1,1,1,0.5,18,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,139,0,1,1,,0.5,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,1298,0,1,1,1,0.0,0,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,146,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,9114,UNIFORM SIERRA KILO,ORCHID,5,15,746,0,1,1,1,1.0,17,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,9114,UNIFORM SIERRA KILO,ORCHID,5,15,138,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,915,0,1,1,1,0.25,12,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,143,0,1,1,,0.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,1609,0,1,1,1,0.75,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,137,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,10114,BRAVO QUEBEC INDIA,NUTMEG,5,14,530,0,1,1,1,1.0,17,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,10114,BRAVO QUEBEC INDIA,NUTMEG,5,14,134,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,1315,0,1,1,1,1.0,11,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,140,0,1,1,,0.75,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,1086,0,1,0,0,0.25,1,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,136,0,1,1,,0.5,19,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,11114,BRAVO SIERRA FOXTROT,HEDGEHOG,5,15,422,0,1,1,1,0.75,14,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,11114,BRAVO SIERRA FOXTROT,HEDGEHOG,5,15,146,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,1675,0,1,1,1,0.0,10,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,133,0,1,1,,0.5,18,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,1847,0,1,0,0,0.25,5,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,135,0,1,1,,0.5,17,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,12114,JULIET CHARLIE ZULU,VINEYARD,5,14,366,0,1,1,1,0.5,9,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,12114,JULIET CHARLIE ZULU,VINEYARD,5,14,154,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,1932,0,1,1,1,0.5,9,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,145,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,2651,0,1,1,1,0.25,11,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,144,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,13114,PAPA BRAVO JULIET,FIREFLY,5,15,738,0,1,1,1,1.0,11,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,13114,PAPA BRAVO JULIET,FIREFLY,5,15,141,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,1533,0,1,1,1,0.5,9,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,146,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,1740,0,1,0,1,0.25,1,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,142,0,1,1,,0.75,18,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,14114,ROMEO BRAVO LIMA,CACTUS,5,13,445,0,1,1,1,1.0,13,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,14114,ROMEO BRAVO LIMA,CACTUS,5,13,134,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,911,0,1,0,1,0.25,5,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,143,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,2484,0,1,1,1,0.25,11,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,147,0,1,1,,0.0,18,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,15114,BRAVO GOLF ALPHA,ANCHOVY,5,14,366,0,1,1,1,0.75,13,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,15114,BRAVO GOLF ALPHA,ANCHOVY,5,14,138,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,816,0,1,0,0,0.25,0,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,144,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,2430,0,1,0,1,0.25,1,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,144,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,16114,LIMA DELTA JULIET,JIGSAW,5,15,488,0,1,1,1,0.75,10,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,16114,LIMA DELTA JULIET,JIGSAW,5,15,137,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,1547,0,1,1,1,0.5,13,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,142,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,890,0,1,0,0,0.75,0,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,144,0,1,1,,0.75,14,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,17114,GOLF BRAVO MIKE,CENTIPEDE,5,14,668,0,1,1,1,0.75,11,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,17114,GOLF BRAVO MIKE,CENTIPEDE,5,14,142,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,1168,0,1,1,1,0.5,15,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,114,0,1,1,,0.5,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,1661,0,1,0,1,0.75,0,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,136,0,1,1,,0.25,19,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,18114,ALPHA ZULU CHARLIE,INKWELL,5,14,606,0,1,1,1,1.0,12,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,18114,ALPHA ZULU CHARLIE,INKWELL,5,14,144,0,1,1,,1.0,19,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,1558,0,1,0,0,0.75,0,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,138,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,1163,0,1,1,1,0.25,10,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,136,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,19114,TANGO MIKE YANKEE,GONDOLA,5,14,869,0,1,0,0,0.75,1,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,19114,TANGO MIKE YANKEE,GONDOLA,5,14,139,0,1,1,,1.0,18,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,1140,0,1,1,1,0.5,16,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,140,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,1303,0,1,1,1,0.0,9,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,133,0,1,1,,0.25,8,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,20114,WHISKEY FOXTROT NOVEMBER,GLACIER,5,12,493,0,1,1,1,0.75,11,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,20114,WHISKEY FOXTROT NOVEMBER,GLACIER,5,12,146,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,1441,0,1,1,1,0.75,12,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,137,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,2657,0,1,1,1,0.5,6,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,140,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,21114,BRAVO GOLF LIMA,ZUCCHINI,5,13,507,0,1,1,1,1.0,13,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,21114,BRAVO GOLF LIMA,ZUCCHINI,5,13,135,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,1566,0,1,1,1,0.0,10,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,135,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,1068,0,1,1,1,0.25,6,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,134,0,1,1,,0.25,17,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,22114,GOLF MIKE WHISKEY,RHUBARB,5,12,498,0,1,1,1,1.0,13,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,22114,GOLF MIKE WHISKEY,RHUBARB,5,12,139,0,1,1,,1.0,18,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,1684,0,1,0,1,0.5,0,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,142,0,1,1,,0.75,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,1502,0,1,1,1,0.5,12,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,138,0,1,1,,0.25,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,23114,KILO ALPHA VICTOR,QUIVER,5,10,595,0,1,1,1,0.75,14,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,23114,KILO ALPHA VICTOR,QUIVER,5,10,137,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,1225,0,1,1,1,0.5,10,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,138,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,1487,0,1,0,1,0.25,5,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,140,0,1,1,,0.75,19,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,24114,WHISKEY UNIFORM ECHO,QUARRY,5,14,568,0,1,1,1,1.0,13,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,24114,WHISKEY UNIFORM ECHO,QUARRY,5,14,142,0,1,1,,1.0,19,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,1282,0,1,1,1,0.25,13,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,141,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,2009,0,1,1,1,0.25,9,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,211,0,1,1,,0.5,20,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,25114,HOTEL ROMEO NOVEMBER,KUMQUAT,5,11,433,0,1,1,1,0.5,15,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,25114,HOTEL ROMEO NOVEMBER,KUMQUAT,5,11,139,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,863,0,1,1,1,0.25,12,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,229,0,1,1,,0.75,20,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,2072,0,1,1,1,0.5,9,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,138,0,1,1,,0.75,19,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,26114,BRAVO JULIET XRAY,EMERALD,5,15,448,0,1,1,1,0.75,11,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,26114,BRAVO JULIET XRAY,EMERALD,5,15,139,0,1,1,,1.0,20,20,0,,,
mistral:7b,5,non-ordered,semantic_2,cot,True,1.0,20,26135,INDIA ZULU UNIFORM,QUIVER,5,11,1299,0,1,1,1,0.75,12,20,0,,,
mistral:7b,5,non-ordered,semantic_2,direct,True,1.0,20,26135,INDIA ZULU UNIFORM,QUIVER,5,11,126,0,1,1,,0.0,19,20,0,,,
mistral:7b,5,non-ordered,semantic_4,cot,True,1.0,20,26135,INDIA ZULU UNIFORM,QUIVER,5,11,1282,0,1,1,1,0.0,12,20,0,,,
mistral:7b,5,non-ordered,semantic_4,direct,True,1.0,20,26135,INDIA ZULU UNIFORM,QUIVER,5,11,138,0,1,1,,0.0,19,20,0,,,
mistral:7b,5,non-ordered,trivial,cot,True,1.0,20,27114,VICTOR XRAY LIMA,LANTERN,5,14,700,0,1,1,1,0.75,16,20,0,,,
mistral:7b,5,non-ordered,trivial,direct,True,1.0,20,27114,VICTOR XRAY LIMA,LANTERN,5,14,132,0,1,1,,1.0,19,20,0,,,
