model,n_tasks,naming,t1_load,regime,passphrase_last,base_temp,probe_k,seed,t2_phrase,t2_task_name,t2_rank,t2_abs_index,cot_len_chars,base_output_truncated,has_fork_point,realized_report_contains,realized_t2_in_cot,t1_correct,report_s,report_k,report_degenerate,access_s,access_k,access_degenerate
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,5114,GOLF QUEBEC OSCAR,BLIZZARD,5,14,138,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,5149,OSCAR WHISKEY YANKEE,UNICYCLE,5,15,2231,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,5149,OSCAR WHISKEY YANKEE,UNICYCLE,5,15,133,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,5149,OSCAR WHISKEY YANKEE,UNICYCLE,5,15,3145,1,0,0,1,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,5149,OSCAR WHISKEY YANKEE,UNICYCLE,5,15,137,0,1,1,,0.25,19,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,5149,OSCAR WHISKEY YANKEE,UNICYCLE,5,15,2786,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,5149,OSCAR WHISKEY YANKEE,UNICYCLE,5,15,132,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,6114,CHARLIE SIERRA ECHO,CACTUS,5,14,495,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,6114,CHARLIE SIERRA ECHO,CACTUS,5,14,138,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,6149,WHISKEY PAPA INDIA,CACTUS,5,15,4352,1,1,0,1,0.0,19,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,6149,WHISKEY PAPA INDIA,CACTUS,5,15,124,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,6149,WHISKEY PAPA INDIA,CACTUS,5,15,1540,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,6149,WHISKEY PAPA INDIA,CACTUS,5,15,124,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,6149,WHISKEY PAPA INDIA,CACTUS,5,15,3925,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,6149,WHISKEY PAPA INDIA,CACTUS,5,15,123,0,1,1,,0.0,17,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,7114,HOTEL PAPA FOXTROT,VINEYARD,5,15,637,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,7114,HOTEL PAPA FOXTROT,VINEYARD,5,15,139,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,7149,ECHO UNIFORM CHARLIE,JUKEBOX,5,15,3674,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,7149,ECHO UNIFORM CHARLIE,JUKEBOX,5,15,126,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,7149,ECHO UNIFORM CHARLIE,JUKEBOX,5,15,3067,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,7149,ECHO UNIFORM CHARLIE,JUKEBOX,5,15,126,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,7149,ECHO UNIFORM CHARLIE,JUKEBOX,5,15,3448,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,7149,ECHO UNIFORM CHARLIE,JUKEBOX,5,15,128,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,8114,MIKE ECHO YANKEE,PYRAMID,5,12,4171,1,0,0,1,0.0,,,,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,8114,MIKE ECHO YANKEE,PYRAMID,5,12,133,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,8149,BRAVO GOLF VICTOR,OPAL,5,15,1743,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,8149,BRAVO GOLF VICTOR,OPAL,5,15,121,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,8149,BRAVO GOLF VICTOR,OPAL,5,15,3161,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,8149,BRAVO GOLF VICTOR,OPAL,5,15,122,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,8149,BRAVO GOLF VICTOR,OPAL,5,15,3756,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,8149,BRAVO GOLF VICTOR,OPAL,5,15,178,0,1,0,,0.25,19,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,9114,UNIFORM SIERRA KILO,ORCHID,5,15,666,0,1,1,0,0.75,19,20,0,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,9114,UNIFORM SIERRA KILO,ORCHID,5,15,137,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,9149,UNIFORM ZULU ROMEO,WALRUS,5,13,2709,0,1,1,1,0.25,12,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,9149,UNIFORM ZULU ROMEO,WALRUS,5,13,125,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,9149,UNIFORM ZULU ROMEO,WALRUS,5,13,1571,0,1,1,0,0.25,7,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,9149,UNIFORM ZULU ROMEO,WALRUS,5,13,122,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,9149,UNIFORM ZULU ROMEO,WALRUS,5,13,2360,0,1,1,1,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,9149,UNIFORM ZULU ROMEO,WALRUS,5,13,122,0,1,1,,0.0,19,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,10114,BRAVO QUEBEC INDIA,NUTMEG,5,14,490,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,10114,BRAVO QUEBEC INDIA,NUTMEG,5,14,133,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,10149,JULIET MIKE DELTA,SAPPHIRE,5,15,1832,0,1,0,0,0.5,0,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,10149,JULIET MIKE DELTA,SAPPHIRE,5,15,127,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,10149,JULIET MIKE DELTA,SAPPHIRE,5,15,988,0,1,1,1,0.5,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,10149,JULIET MIKE DELTA,SAPPHIRE,5,15,126,0,1,1,,0.25,19,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,10149,JULIET MIKE DELTA,SAPPHIRE,5,15,3399,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,10149,JULIET MIKE DELTA,SAPPHIRE,5,15,127,0,1,1,,0.0,19,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,11114,BRAVO SIERRA FOXTROT,HEDGEHOG,5,15,1059,0,1,1,1,1.0,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,11114,BRAVO SIERRA FOXTROT,HEDGEHOG,5,15,145,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,11149,HOTEL LIMA JULIET,ZUCCHINI,5,15,1050,0,1,1,1,0.75,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,11149,HOTEL LIMA JULIET,ZUCCHINI,5,15,129,0,1,1,,0.5,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,11149,HOTEL LIMA JULIET,ZUCCHINI,5,15,1232,0,1,1,1,0.5,18,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,11149,HOTEL LIMA JULIET,ZUCCHINI,5,15,94,0,1,0,,0.0,14,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,11149,HOTEL LIMA JULIET,ZUCCHINI,5,15,2497,0,1,0,0,0.0,2,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,11149,HOTEL LIMA JULIET,ZUCCHINI,5,15,128,0,1,1,,0.25,14,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,12114,JULIET CHARLIE ZULU,VINEYARD,5,14,577,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,12114,JULIET CHARLIE ZULU,VINEYARD,5,14,263,0,1,1,,0.5,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,12149,PAPA OSCAR ZULU,ORIGAMI,5,15,1653,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,12149,PAPA OSCAR ZULU,ORIGAMI,5,15,128,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,12149,PAPA OSCAR ZULU,ORIGAMI,5,15,3044,1,0,0,1,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,12149,PAPA OSCAR ZULU,ORIGAMI,5,15,128,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,12149,PAPA OSCAR ZULU,ORIGAMI,5,15,2658,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,12149,PAPA OSCAR ZULU,ORIGAMI,5,15,128,0,1,1,,0.0,18,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,13114,PAPA BRAVO JULIET,FIREFLY,5,15,830,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,13114,PAPA BRAVO JULIET,FIREFLY,5,15,140,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,13149,WHISKEY YANKEE INDIA,RASPBERRY,5,11,2124,0,1,1,1,0.5,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,13149,WHISKEY YANKEE INDIA,RASPBERRY,5,11,110,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,13149,WHISKEY YANKEE INDIA,RASPBERRY,5,11,1080,0,1,1,1,0.75,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,13149,WHISKEY YANKEE INDIA,RASPBERRY,5,11,94,0,1,1,,0.5,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,13149,WHISKEY YANKEE INDIA,RASPBERRY,5,11,1459,0,1,1,1,0.5,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,13149,WHISKEY YANKEE INDIA,RASPBERRY,5,11,99,0,1,1,,0.0,19,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,14114,ROMEO BRAVO LIMA,CACTUS,5,13,537,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,14114,ROMEO BRAVO LIMA,CACTUS,5,13,133,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,14149,HOTEL DELTA UNIFORM,UMBRELLA,5,15,2782,0,1,1,0,0.25,6,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,14149,HOTEL DELTA UNIFORM,UMBRELLA,5,15,125,0,1,1,,0.0,18,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,14149,HOTEL DELTA UNIFORM,UMBRELLA,5,15,1992,0,1,1,1,0.0,15,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,14149,HOTEL DELTA UNIFORM,UMBRELLA,5,15,123,0,1,1,,0.25,17,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,14149,HOTEL DELTA UNIFORM,UMBRELLA,5,15,2203,0,1,1,1,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,14149,HOTEL DELTA UNIFORM,UMBRELLA,5,15,123,0,1,1,,0.0,12,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,15114,BRAVO GOLF ALPHA,ANCHOVY,5,14,468,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,15114,BRAVO GOLF ALPHA,ANCHOVY,5,14,137,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,15149,OSCAR ECHO ZULU,YOGURT,5,12,3814,1,0,0,1,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,15149,OSCAR ECHO ZULU,YOGURT,5,12,123,0,1,1,,0.5,19,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,15149,OSCAR ECHO ZULU,YOGURT,5,12,2100,0,1,1,1,0.0,18,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,15149,OSCAR ECHO ZULU,YOGURT,5,12,121,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,15149,OSCAR ECHO ZULU,YOGURT,5,12,2381,0,1,1,1,0.25,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,15149,OSCAR ECHO ZULU,YOGURT,5,12,53,0,1,0,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,16114,LIMA DELTA JULIET,JIGSAW,5,15,521,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,16114,LIMA DELTA JULIET,JIGSAW,5,15,136,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,16149,YANKEE HOTEL INDIA,YACHT,5,13,3238,0,1,1,1,0.0,17,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,16149,YANKEE HOTEL INDIA,YACHT,5,13,121,0,1,1,,0.0,9,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,16149,YANKEE HOTEL INDIA,YACHT,5,13,2528,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,16149,YANKEE HOTEL INDIA,YACHT,5,13,119,0,1,1,,0.0,11,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,16149,YANKEE HOTEL INDIA,YACHT,5,13,2411,0,1,1,1,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,16149,YANKEE HOTEL INDIA,YACHT,5,13,122,0,1,1,,0.0,17,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,17114,GOLF BRAVO MIKE,CENTIPEDE,5,14,1517,0,1,1,1,1.0,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,17114,GOLF BRAVO MIKE,CENTIPEDE,5,14,141,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,17149,JULIET NOVEMBER WHISKEY,DOLPHIN,5,14,2433,0,1,1,1,0.25,19,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,17149,JULIET NOVEMBER WHISKEY,DOLPHIN,5,14,134,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,17149,JULIET NOVEMBER WHISKEY,DOLPHIN,5,14,3094,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,17149,JULIET NOVEMBER WHISKEY,DOLPHIN,5,14,137,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,17149,JULIET NOVEMBER WHISKEY,DOLPHIN,5,14,2531,0,1,1,1,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,17149,JULIET NOVEMBER WHISKEY,DOLPHIN,5,14,133,0,1,1,,0.25,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,18114,ALPHA ZULU CHARLIE,INKWELL,5,14,593,0,1,1,1,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,18114,ALPHA ZULU CHARLIE,INKWELL,5,14,143,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,18149,ALPHA OSCAR FOXTROT,OPAL,5,14,2323,0,1,0,0,0.0,12,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,18149,ALPHA OSCAR FOXTROT,OPAL,5,14,124,0,1,1,,0.0,16,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,18149,ALPHA OSCAR FOXTROT,OPAL,5,14,2631,0,1,1,1,0.0,17,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,18149,ALPHA OSCAR FOXTROT,OPAL,5,14,120,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,18149,ALPHA OSCAR FOXTROT,OPAL,5,14,4148,1,0,0,0,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_4,direct,True,1.0,20,18149,ALPHA OSCAR FOXTROT,OPAL,5,14,120,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,trivial,cot,True,1.0,20,19114,TANGO MIKE YANKEE,GONDOLA,5,14,476,0,1,1,1,0.75,19,20,0,,,
llama3.1:8b,5,non-ordered,trivial,direct,True,1.0,20,19114,TANGO MIKE YANKEE,GONDOLA,5,14,138,0,1,1,,1.0,20,20,1,,,
llama3.1:8b,5,non-ordered,math_bench_2,cot,True,1.0,20,19149,VICTOR ZULU UNIFORM,VOLCANO,5,8,2829,0,0,0,1,0.0,,,,,,
llama3.1:8b,5,non-ordered,math_bench_2,direct,True,1.0,20,19149,VICTOR ZULU UNIFORM,VOLCANO,5,8,125,0,1,1,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,cot,True,1.0,20,19149,VICTOR ZULU UNIFORM,VOLCANO,5,8,1303,0,1,1,1,0.75,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_3,direct,True,1.0,20,19149,VICTOR ZULU UNIFORM,VOLCANO,5,8,95,0,1,0,,0.0,20,20,0,,,
llama3.1:8b,5,non-ordered,math_bench_4,cot,True,1.0,20,19149,VICTOR ZULU UNIFORM,VOLCANO,5,8,3269,1,0,0,0,0.0,,,,,,
