model,n_tasks,naming,t1_load,regime,passphrase_last,base_temp,probe_k,seed,t2_phrase,t2_task_name,t2_rank,t2_abs_index,cot_len_chars,base_output_truncated,has_fork_point,realized_report_contains,realized_t2_in_cot,t1_correct,report_s,report_k,report_degenerate,access_s,access_k,access_degenerate
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,125,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,1297,0,1,0,0,0.5,9,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,3135,NOVEMBER SIERRA ROMEO,PLATYPUS,5,15,186,0,1,1,,0.5,18,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,4114,ALPHA XRAY WHISKEY,HAMMOCK,5,15,592,0,1,1,1,1.0,8,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,4114,ALPHA XRAY WHISKEY,HAMMOCK,5,15,119,0,1,0,,1.0,17,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,655,0,1,0,0,0.25,0,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,1885,0,1,1,1,0.25,12,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,4135,INDIA WHISKEY VICTOR,URCHIN,5,11,169,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,5114,GOLF QUEBEC OSCAR,BLIZZARD,5,14,931,0,1,1,1,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,5114,GOLF QUEBEC OSCAR,BLIZZARD,5,14,150,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,1278,0,1,0,1,0.5,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,147,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,804,0,1,1,1,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,5135,INDIA HOTEL QUEBEC,TAPESTRY,5,13,120,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,6114,CHARLIE SIERRA ECHO,CACTUS,5,14,505,0,1,1,1,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,6114,CHARLIE SIERRA ECHO,CACTUS,5,14,241,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,1312,0,1,1,1,0.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,101,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,1210,0,1,0,0,0.25,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,6135,ALPHA CHARLIE BRAVO,KAYAK,5,15,135,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,7114,HOTEL PAPA FOXTROT,VINEYARD,5,15,439,0,1,1,1,0.75,20,20,1,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,7114,HOTEL PAPA FOXTROT,VINEYARD,5,15,201,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,1094,0,1,0,0,0.25,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,162,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,728,0,1,0,0,0.5,0,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,7135,XRAY KILO FOXTROT,METRONOME,5,11,123,0,1,1,,0.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,8114,MIKE ECHO YANKEE,PYRAMID,5,12,433,0,1,1,1,0.75,20,20,1,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,8114,MIKE ECHO YANKEE,PYRAMID,5,12,132,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,562,0,1,1,1,0.5,20,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,120,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,2072,0,1,0,1,0.75,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,8135,UNIFORM QUEBEC PAPA,QUIVER,5,15,142,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,9114,UNIFORM SIERRA KILO,ORCHID,5,15,260,0,1,0,0,0.5,0,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,9114,UNIFORM SIERRA KILO,ORCHID,5,15,120,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,1410,0,1,0,0,0.75,16,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,123,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,546,0,1,0,0,0.25,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,9135,LIMA QUEBEC FOXTROT,SUNDIAL,5,11,131,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,10114,BRAVO QUEBEC INDIA,NUTMEG,5,14,460,0,1,1,0,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,10114,BRAVO QUEBEC INDIA,NUTMEG,5,14,116,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,1181,0,1,0,0,0.5,0,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,121,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,856,0,1,1,1,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,10135,LIMA INDIA MIKE,PELICAN,5,15,184,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,11114,BRAVO SIERRA FOXTROT,HEDGEHOG,5,15,399,0,1,1,1,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,11114,BRAVO SIERRA FOXTROT,HEDGEHOG,5,15,179,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,827,0,1,1,1,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,183,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,1858,0,1,1,1,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,11135,PAPA XRAY KILO,OPAL,5,12,204,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,12114,JULIET CHARLIE ZULU,VINEYARD,5,14,865,0,1,0,1,0.75,0,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,12114,JULIET CHARLIE ZULU,VINEYARD,5,14,135,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,615,0,1,0,1,0.25,8,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,125,0,1,1,,0.75,18,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,1038,0,1,1,0,0.0,4,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,12135,JULIET GOLF INDIA,GARGOYLE,5,11,173,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,13114,PAPA BRAVO JULIET,FIREFLY,5,15,250,0,1,0,0,0.75,3,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,13114,PAPA BRAVO JULIET,FIREFLY,5,15,168,0,1,1,,1.0,15,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,1422,0,1,0,0,0.25,0,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,126,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,1358,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,13135,BRAVO ECHO SIERRA,TAPESTRY,5,15,181,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,14114,ROMEO BRAVO LIMA,CACTUS,5,13,249,0,1,1,1,0.25,20,20,1,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,14114,ROMEO BRAVO LIMA,CACTUS,5,13,131,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,668,0,1,0,0,0.25,0,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,126,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,2329,0,1,0,1,0.5,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,14135,PAPA JULIET UNIFORM,HARMONICA,5,15,211,0,1,1,,0.75,19,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,15114,BRAVO GOLF ALPHA,ANCHOVY,5,14,492,0,1,1,1,0.5,19,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,15114,BRAVO GOLF ALPHA,ANCHOVY,5,14,194,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,896,0,1,0,0,0.25,2,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,120,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,1290,0,1,0,0,0.5,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,15135,ROMEO DELTA HOTEL,TOBOGGAN,5,15,173,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,16114,LIMA DELTA JULIET,JIGSAW,5,15,680,0,1,1,1,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,16114,LIMA DELTA JULIET,JIGSAW,5,15,190,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,1224,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,1779,0,1,0,0,0.5,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,16135,ECHO QUEBEC TANGO,BLIZZARD,5,13,248,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,17114,GOLF BRAVO MIKE,CENTIPEDE,5,14,417,0,1,0,1,0.5,4,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,17114,GOLF BRAVO MIKE,CENTIPEDE,5,14,140,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,1567,0,1,1,1,1.0,20,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,180,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,1915,0,1,0,0,0.25,4,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,17135,XRAY ZULU ALPHA,EMERALD,5,10,215,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,18114,ALPHA ZULU CHARLIE,INKWELL,5,14,385,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,18114,ALPHA ZULU CHARLIE,INKWELL,5,14,143,0,1,1,,1.0,13,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,1180,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,136,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,954,0,1,0,1,0.5,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,18135,VICTOR DELTA XRAY,ABACUS,5,15,193,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,19114,TANGO MIKE YANKEE,GONDOLA,5,14,524,0,0,1,1,1.0,,,,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,19114,TANGO MIKE YANKEE,GONDOLA,5,14,138,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,791,0,1,0,1,0.5,7,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,119,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,992,0,1,1,1,0.25,15,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,19135,GOLF OSCAR BRAVO,MONGOOSE,5,13,169,0,1,1,,0.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,20114,WHISKEY FOXTROT NOVEMBER,GLACIER,5,12,452,0,1,1,1,0.5,20,20,1,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,20114,WHISKEY FOXTROT NOVEMBER,GLACIER,5,12,251,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,1247,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,121,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,1114,0,1,0,0,0.5,0,20,1,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,20135,GOLF ECHO NOVEMBER,FIREFLY,5,13,199,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,21114,BRAVO GOLF LIMA,ZUCCHINI,5,13,741,0,1,1,1,1.0,20,20,1,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,21114,BRAVO GOLF LIMA,ZUCCHINI,5,13,117,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,1296,0,1,1,1,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,117,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,1141,0,1,0,0,0.25,0,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,21135,QUEBEC HOTEL CHARLIE,TULIP,5,14,98,0,1,0,,0.5,6,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,22114,GOLF MIKE WHISKEY,RHUBARB,5,12,326,0,1,1,1,0.5,20,20,1,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,22114,GOLF MIKE WHISKEY,RHUBARB,5,12,147,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,1343,0,1,0,1,0.5,2,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,139,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,1782,0,1,1,1,0.5,19,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,22135,FOXTROT KILO ALPHA,PLATYPUS,5,12,167,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,23114,KILO ALPHA VICTOR,QUIVER,5,10,1638,0,1,1,1,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,23114,KILO ALPHA VICTOR,QUIVER,5,10,136,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,1166,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,177,0,1,1,,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,1912,0,1,1,1,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,23135,VICTOR ALPHA ROMEO,TOBOGGAN,5,15,225,0,1,1,,0.25,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,24114,WHISKEY UNIFORM ECHO,QUARRY,5,14,514,0,1,1,1,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,24114,WHISKEY UNIFORM ECHO,QUARRY,5,14,116,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,1074,0,1,1,1,0.75,17,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,122,0,1,1,,0.75,19,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,865,0,1,1,1,0.25,18,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,24135,ALPHA OSCAR MIKE,TOBOGGAN,5,14,190,0,1,1,,0.75,19,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,25114,HOTEL ROMEO NOVEMBER,KUMQUAT,5,11,558,0,1,1,1,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,25114,HOTEL ROMEO NOVEMBER,KUMQUAT,5,11,220,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,cot,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,847,0,1,0,0,0.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_2,direct,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,126,0,1,1,,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,cot,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,885,0,1,1,1,0.5,20,20,0,,,
qwen2.5:3b,5,non-ordered,semantic_4,direct,True,1.0,20,25135,JULIET XRAY WHISKEY,KUMQUAT,5,10,169,0,1,1,,1.0,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,cot,True,1.0,20,26114,BRAVO JULIET XRAY,EMERALD,5,15,579,0,1,1,1,0.75,20,20,0,,,
qwen2.5:3b,5,non-ordered,trivial,direct,True,1.0,20,26114,BRAVO JULIET XRAY,EMERALD,5,15,231,0,1,1,,1.0,20,20,0,,,
